lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
musdev-utm,MB_36,IDS,IDS5,1,15.647,17.987,noerror,NA,NA
musdev-utm,MB_36,ADS,ADS5,1,5.725,5.725,noerror,NA,NA
musdev-utm,MB_36,ADS,ADS7,2,8.548,9.531,noerror,NA,NA
musdev-utm,MB_36,IDS,IDS7,2,5.585,6.318,noerror,NA,NA
musdev-utm,MB_36,ADS,ADS1,3,13.588,15.943,noerror,NA,NA
musdev-utm,MB_36,IDS,IDS1,3,4.821,7.192,noerror,NA,NA
musdev-utm,MB_36,ADS,ADS3,4,4.103,4.103,noerror,NA,NA
musdev-utm,MB_36,IDS,IDS3,4,3.276,3.276,noerror,NA,NA
musdev-utm,MB_36,ADS,ADS2,5,3.339,3.339,noerror,NA,NA
musdev-utm,MB_36,IDS,IDS2,5,9.501,11.857,noerror,NA,NA
musdev-utm,MB_36,IDS,IDS4,6,10.919,12.261,noerror,NA,NA
musdev-utm,MB_36,ADS,ADS4,6,18,18,noerror,NA,NA
musdev-utm,MB_36,IDS,IDS6,7,9.376,11.279,noerror,NA,NA
musdev-utm,MB_36,ADS,ADS6,7,7.442,9.017,noerror,NA,NA
musdev-utm,MB_36,IDS,IDS8,8,7.925,11.185,noerror,NA,NA
musdev-utm,MB_36,ADS,ADS8,8,3.401,3.401,noerror,NA,NA
musdev-utm,MB_37,ADS,ADS5,1,15.21,17.987,noerror,NA,NA
musdev-utm,MB_37,IDS,IDS5,1,9.251,9.251,noerror,NA,NA
musdev-utm,MB_37,IDS,IDS7,2,17.114,18,noerror,NA,NA
musdev-utm,MB_37,ADS,ADS7,2,15.023,18,noerror,NA,NA
musdev-utm,MB_37,IDS,IDS1,3,6.63,6.63,noerror,NA,NA
musdev-utm,MB_37,ADS,ADS1,3,14.087,18,noerror,NA,NA
musdev-utm,MB_37,IDS,IDS3,4,3.713,3.713,noerror,NA,NA
musdev-utm,MB_37,ADS,ADS3,4,13.759,17.97,noerror,NA,NA
musdev-utm,MB_37,IDS,IDS2,5,5.46,5.46,noerror,NA,NA
musdev-utm,MB_37,ADS,ADS2,5,15.429,18,noerror,NA,NA
musdev-utm,MB_37,ADS,ADS4,6,2.886,2.886,noerror,NA,NA
musdev-utm,MB_37,IDS,IDS4,6,13.806,18,noerror,NA,NA
musdev-utm,MB_37,ADS,ADS6,7,9.391,9.875,noerror,NA,NA
musdev-utm,MB_37,IDS,IDS6,7,2.434,2.434,noerror,NA,NA
musdev-utm,MB_37,ADS,ADS8,8,4.525,5.055,noerror,NA,NA
musdev-utm,MB_37,IDS,IDS8,8,2.917,2.917,noerror,NA,NA
